entityid,TYPE,NAME,ADDRESS,LOCATION,LATITUDE,LONGITUDE
,PLAYGROUND,PARKRIDGE PARK - ROSSIE FITNESS CIRCUIT - PLAYGROUND 1243 ROSSIE DRIVE,1243 ROSSIE DRIVE,PARKRIDGE PARK - ROSSIE FITNESS CIRCUIT,50.4578830010001,-104.533990583
,PLAYGROUND,HAULTAIN SCHOOL - PLAYGROUND 1033 EDGAR ST,1033 EDGAR STREET,HAULTAIN SCHOOL,50.4624952170001,-104.586853388
,BASKETBALL,MONSEIGNEUR DE LAVAL - BASKETBALL,1601 COWAN CRESCENT,MONSEIGNEUR DE LAVAL,50.4178071730001,-104.603372326
,SEPARATE ELEMENTARY SCHOOL,ST. PIUS X - SEPARATE ELEMENTARY SCHOOL,3301 GARNET STREET,ST. PIUS X - SEPARATE ELEMENTARY SCHOOL,50.426952166,-104.625432161
,BALL DIAMOND,PRINCE WILLIAM/ST. GABRIEL - BALL DIAMOND,3860 BUCKINGHAM DRIVE,PRINCE WILLIAM/ST. GABRIEL,50.4309572670001,-104.528053469
,BASKETBALL,ST. JOAN OF ARC SCHOOL - BASKETBALL,10 DEMPSEY AVENUE,ST. JOAN OF ARC SCHOOL,50.4764931180001,-104.668580991
,ATHLETIC FIELD,KINSMEN SOUTH SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,3310 LAKEVIEW AVENUE,KINSMEN SOUTH SOCCER,50.4231783150001,-104.630979133
,SEPARATE ELEMENTARY SCHOOL,ST. GABRIEL - SEPARATE ELEMENTARY SCHOOL,3860 BUCKINGHAM DRIVE,ST. GABRIEL - SEPARATE ELEMENTARY SCHOOL,50.4298425300001,-104.527030094
,BALL DIAMOND,F.W. JOHNSON HIGH SCHOOL - BALL DIAMOND,400 FINES DRIVE,F.W. JOHNSON HIGH SCHOOL,50.4513686350001,-104.545904341
,PUBLIC ELEMENTARY SCHOOL,ARCOLA - PUBLIC ELEMENTARY SCHOOL,2315 ABBOTT ROAD,ARCOLA - PUBLIC ELEMENTARY SCHOOL,50.442306564,-104.576388041
,INDOOR SKATEBOARD PARK,CITY OF REGINA - INDOOR SKATEBOARD PARK,1700 ELPHINSTONE STREET,CITY OF REGINA,50.4507998080001,-104.632744714
,OUTDOOR RINK UNBOARDED,ELSIE DORSEY PARK - OUTDOOR RINK UNBOARDED,4199 CASTLE ROAD,ELSIE DORSEY PARK,50.4102343920001,-104.598094151
,OUTDOOR RINK BOARDED,WESTHILL/JOANNE GOULET - OUTDOOR RINK BOARDED,8045 KESTRAL DRIVE,WESTHILL/JOANNE GOULET,50.4778808350001,-104.696765119
,PLAYGROUND,A.E. WILSON PARK (EAST) - WALKER SCHOOL - PLAYGROUND 6102 BRUNSKILL PL,1315 CAMPBELL STREET,A.E. WILSON PARK (EAST) - WALKER SCHOOL,50.4579746950001,-104.663422557
,SPRAYPAD,REALTORS PARK - SPRAYPAD 170 SUNSET DR,4310 MONTAGUE STREET,REALTORS PARK,50.4091689360001,-104.630923135
,PLAYGROUND,THOMSON SCHOOL - PLAYGROUND 2033 TORONTO ST,2033 TORONTO STREET,THOMSON SCHOOL,50.446768041,-104.59823903
,BALL DIAMOND,RUTH BUCK PARK - BALL DIAMOND BS #193,6310 7TH AVENUE N,RUTH BUCK PARK,50.476216578,-104.672430038
,ATHLETIC FIELD,GOCKI PARK MULTI - ATHLETIC FIELD SOCCER ATHLETIC FIELD,2230 LINDSAY STREET,GOCKI PARK MULTI,50.442749888,-104.587124616
,SPRAYPAD,RICK HANSEN OPTIMIST PLAYGROUND - SPRAYPAD 1010 MCCARTHY BLVD,1010 MCCARTHY BOULEVARD,RICK HANSEN OPTIMIST PLAYGROUND,50.4600769450001,-104.675256892
,PLAYGROUND,W.H. FORD SCHOOL - PLAYGROUND 480 RINK AVE,480 RINK AVENUE,W.H. FORD SCHOOL,50.4881228900001,-104.669901766
,ATHLETIC FIELD,CONNAUGHT SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,2124 ELPHINSTONE STREET,CONNAUGHT SCHOOL,50.4443468570001,-104.631860727
,PUBLIC ELEMENTARY SCHOOL,DR. GEORGE FERGUSON - PUBLIC ELEMENTARY SCHOOL,117 BROTHERTON AVENUE,DR. GEORGE FERGUSON - PUBLIC ELEMENTARY SCHOOL,50.4513468600001,-104.55644403
,BALL DIAMOND,A.C.T. BALL PARK SW - BALL DIAMOND BS #269,460 ELPHINSTONE STREET,A.C.T. BALL PARK SW,50.4721126000001,-104.63454849
,OUTDOOR TENNIS,LAKEVIEW PAR 3 GOLF COURSE - OUTDOOR TENNIS,3100 KINGS ROAD,LAKEVIEW PAR 3 GOLF COURSE,50.429876634,-104.63842366
,ATHLETIC FIELD,DR. A.E. PERRY PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,40 COWIE ROAD,DR. A.E. PERRY PARK,50.4014311720001,-104.631944399
,PLAYGROUND,VARSITY PARK - PLAYGROUND 2635 E PHILIP RD,2635 E PHILIP ROAD,VARSITY PARK,50.422917554,-104.546516331
,ARENA,MURRAY BALFOUR - ARENA,70 MASSEY ROAD,MURRAY BALFOUR,50.4140436000001,-104.610667838
,PLAYGROUND,MILFORD PARK - PLAYGROUND 220 CAMBRIDGE AVE,220 CAMBRIDGE AVENUE,MILFORD PARK,50.4510215010001,-104.551423713
,BALL DIAMOND,LAKERIDGE SPORTS PARK/WINSTON - BALL DIAMOND BS #219,5451 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK/WINSTON,50.494787456,-104.658736684
,WASCANA CENTRE,PROVINCIAL OFFICE BUILDING AND LABORATORY,3211 ALBERT STREET,WASCANA CENTRE,50.4272858370001,-104.615141852
,PLAYGROUND,LORIMER PARK - PLAYGROUND 19 LORIMER CRES,19 LORIMER CRESCENT,LORIMER PARK,50.4808710500001,-104.637310787
,BALL DIAMOND,PACERS SPORTS PARK  PEEWEE - BALL DIAMOND,5000 E ARCOLA AVENUE,PACERS SPORTS PARK  PEEWEE,50.4135065670001,-104.507856021
,PUBLIC ELEMENTARY SCHOOL,GEORGE LEE - PUBLIC ELEMENTARY SCHOOL,180 WELLS STREET,GEORGE LEE - PUBLIC ELEMENTARY SCHOOL,50.488723151,-104.647798473
,BALL DIAMOND,COLUMBUS PARK NNE - BALL DIAMOND BS #51,2940 PASQUA STREET,COLUMBUS PARK NNE,50.433174604,-104.641665527
,PLAYGROUND,CORONATION PARK SCHOOL - PLAYGROUND 3105 4TH AVE N,3105 4TH AVENUE N,CORONATION PARK SCHOOL,50.475144394,-104.625149363
,ATHLETIC FIELD,DOUGLAS PARK EAST SOCCER  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,3025 MCDONALD STREET,DOUGLAS PARK EAST SOCCER,50.4309337710001,-104.580267495
,SPRAYPAD,MAPLE RIDGE PARK - A - SPRAYPAD 6918 MAPLE BROOK CRES,6918 MAPLE BROOK CRESCENT,MAPLE RIDGE PARK - A,50.503034444,-104.678870496
,PLAYGROUND,LESLIE PARK - PLAYGROUND 3820 VICTORIA AVE,3820 VICTORIA AVENUE,LESLIE PARK,50.447434415,-104.635126987
,ATHLETIC FIELD,W.H. FORD MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,6129 DALGLIESH DRIVE,W.H. FORD MULTI,50.489090741,-104.671163317
,BASKETBALL,LAKERIDGE PARK - BASKETBALL,5560 LEIBEL CRESCENT,LAKERIDGE PARK,50.5017020660001,-104.659101414
,BASKETBALL,JACK MACKENZIE - BASKETBALL,3860 BUCKINGHAM DRIVE,JACK MACKENZIE,50.429930895,-104.528423
,BALL DIAMOND,RAMBLER PARK  SLO PITCH SE - BALL DIAMOND,5215 13TH AVENUE,RAMBLER PARK  SLO PITCH SE,50.4429657840001,-104.658820332
,OUTDOOR RINK SHELTER,LITZENBERGER PARK - OUTDOOR RINK SHELTER,100 RINK AVENUE,LITZENBERGER PARK,50.488495728,-104.649873537
,PUBLIC ELEMENTARY SCHOOL,CENTENNIAL - PUBLIC ELEMENTARY SCHOOL,6903 DALGLIESH DRIVE,CENTENNIAL - PUBLIC ELEMENTARY SCHOOL,50.4912084330001,-104.680370424
,BASKETBALL,DR. GEORGE FERGUSON PARK - BASKETBALL,117 BROTHERTON AVENUE,DR. GEORGE FERGUSON PARK,50.451923638,-104.556083883
,BASKETBALL,LESLIE PARK - BASKETBALL,3820 VICTORIA AVENUE,LESLIE PARK,50.4474388030001,-104.63480846
,OUTDOOR RINK SHELTER,ELSIE DORSEY PARK - OUTDOOR RINK SHELTER,4199 CASTLE ROAD,ELSIE DORSEY PARK,50.4103402530001,-104.59804403
,PLAYGROUND,WESTHILL PARK - PLAYGROUND 8103 SHERWOOD DR,8103 SHERWOOD DRIVE,WESTHILL PARK,50.4812448100001,-104.697690836
,PUBLIC ELEMENTARY SCHOOL,DIEPPE - PUBLIC ELEMENTARY SCHOOL,145 DOROTHY STREET,DIEPPE - PUBLIC ELEMENTARY SCHOOL,50.4587154870001,-104.680316239
,BASKETBALL,PARKLAND PARK - BASKETBALL,3210 E PARKLAND DRIVE,PARKLAND PARK,50.4392416320001,-104.539092957
,OUTDOOR RINK UNBOARDED,FUHRMANN PARK - OUTDOOR RINK UNBOARDED,170 FUHRMANN CRESCENT,FUHRMANN PARK,50.48710686,-104.657787039
,OUTDOOR RINK SHELTER,ST. FRANCIS PARK - OUTDOOR RINK SHELTER,6015 MIKKELSON DRIVE,ST. FRANCIS PARK,50.465365863,-104.666903491
,PLAYGROUND,HERCHMER SCHOOL - PLAYGROUND 1132 MCTAVISH ST,1132 MCTAVISH STREET,HERCHMER SCHOOL,50.460837665,-104.635136626
,OUTDOOR TENNIS,NORTHEAST PARK - OUTDOOR TENNIS,2010 8TH AVENUE N,NORTHEAST PARK,50.4823047500001,-104.611291425
,BALL DIAMOND,ST. FRANCIS PARK SW - BALL DIAMOND BS #159,6010 4TH AVENUE,ST. FRANCIS PARK SW,50.463525099,-104.666810168
,BALL DIAMOND,HENRY JANZEN PARK - BALL DIAMOND BS #196,280 RINK AVENUE,HENRY JANZEN PARK,50.488464831,-104.65818934
,PLAYGROUND,PASQUA NEIGHBOURHOOD RECREATION CENTRE - PLAYGROUND 263 LEWVAN DR,263 LEWVAN DRIVE,PASQUA NEIGHBOURHOOD RECREATION CENTRE,50.474152319,-104.640302869
,BALL DIAMOND,A.C.T. BALL PARK SSE - BALL DIAMOND BS #270,460 ELPHINSTONE STREET,A.C.T. BALL PARK SSE,50.471573247,-104.632279222
,BALL DIAMOND,RAMBLER PARK  FASTBALL CENTRAL - BALL DIAMOND FASTBALL NE (CANADA GAMES 2005 DIAMOND),5215 13TH AVENUE,RAMBLER PARK  FASTBALL CENTRAL,50.4446927820001,-104.656746262
,LIBRARY,ALBERT BRANCH LIBRARY,1401 ROBINSON STREET,ALBERT BRANCH LIBRARY,50.4565423710001,-104.623536042
,UNIVERSITY OF REGINA,LUTHER COLLEGE,3769 WASCANA PARKWAY,UNIVERSITY OF REGINA,50.418092244,-104.585537586
,OUTDOOR TENNIS,MILLER HIGH SCHOOL - OUTDOOR TENNIS,1027 COLLEGE AVENUE,MILLER HIGH SCHOOL,50.4389234800001,-104.595689728
,PUBLIC ELEMENTARY SCHOOL,HARVEST CITY CHRISTIAN - PUBLIC ELEMENTARY SCHOOL,2202 8TH AVENUE N,HARVEST CITY CHRISTIAN - PUBLIC ELEMENTARY SCHOOL,50.4826135760001,-104.612331832
,OUTDOOR TENNIS,DOUGLAS PARK - OUTDOOR TENNIS,3025 MCDONALD STREET,DOUGLAS PARK,50.4285144500001,-104.577144026
,PLAYGROUND,MABLE BROWN PARK - PLAYGROUND 225 MIKKELSON DR,255 MIKKELSON DRIVE,MABLE BROWN PARK,50.4668910440001,-104.681692687
,PLAYGROUND,DR. A.E. PERRY PARK - PLAYGROUND 40 COWIE RD,40 COWIE ROAD,DR. A.E. PERRY PARK,50.402384398,-104.630991947
,PLAYGROUND,MCNAUGHTON PARK - PLAYGROUND 54 MCNAUGHTON AVE,54 MCNAUGHTON AVENUE,MCNAUGHTON PARK,50.4817946470001,-104.647906036
,PLAYGROUND,ST. ANGELA MERICI SCHOOL - PLAYGROUND 6823 GILLMORE DR,6823 GILLMORE DRIVE,ST. ANGELA MERICI SCHOOL,50.5015326870001,-104.678209642
,PLAYGROUND,ST. JOAN OF ARC SCHOOL - PLAYGROUND 10 DEMPSEY AVE,10 DEMPSEY AVENUE,ST. JOAN OF ARC SCHOOL,50.4767016100001,-104.669602693
,REC_NBHD FACILITY,PASQUA NEIGHBOURHOOD RECREATION CENTRE - REC_NBHD FACILITY,263 LEWVAN DRIVE,PASQUA NEIGHBOURHOOD RECREATION CENTRE,50.4743116000001,-104.640600714
,ATHLETIC FIELD,RUGBY PARK NORTHEAST MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,4025 25TH AVENUE,RUGBY PARK NORTHEAST MULTI,50.417884599,-104.636857876
,PLAYGROUND,WOODLAND GROVE PARK - PLAYGROUND 3507 ARBOR GROVE DR,3507 ARBOR GROVE DRIVE,WOODLAND GROVE PARK,50.4237576730001,-104.530269235
,BASKETBALL,ST. ANDREW SCHOOL - BASKETBALL,535 E DOUGLAS AVENUE,ST. ANDREW SCHOOL,50.4325907460001,-104.576921291
,PARK WATER FEATURE,LAKERIDGE PARK - PARK WATER FEATURE,5560 LEIBEL CRESCENT,LAKERIDGE PARK,50.50171514,-104.658601646
,BALL DIAMOND,DOUGLAS PARK SCHOOL NW - BALL DIAMOND BS #63,635 E DOUGLAS AVENUE,DOUGLAS PARK SCHOOL NW,50.4319557220001,-104.57439365
,BALL DIAMOND,HENRY BRAUN PARK NW - BALL DIAMOND BS #113,710 GRAHAM ROAD,HENRY BRAUN PARK NW,50.462380265,-104.534431706
,BASKETBALL,JOLLY PARK - BASKETBALL,2714 E SWAIN PLACE,JOLLY PARK,50.4361926480001,-104.544915033
,SEPARATE ELEMENTARY SCHOOL,ST. FRANCIS - SEPARATE ELEMENTARY SCHOOL,45 MIKKELSON DRIVE,ST. FRANCIS - SEPARATE ELEMENTARY SCHOOL,50.4648229540001,-104.665636049
,PUBLIC ELEMENTARY SCHOOL,DR. L. M. HANNA - PUBLIC ELEMENTARY SCHOOL,55 DAVIN CRESCENT,DR. L. M. HANNA - PUBLIC ELEMENTARY SCHOOL,50.4894837350001,-104.62998736
,OUTDOOR RINK BOARDED,RUTH BUCK PARK - OUTDOOR RINK BOARDED,6310 7TH AVENUE N,RUTH BUCK PARK,50.4766028240001,-104.672465189
,PLAYGROUND,PARKRIDGE PARK - PLAYGROUND 1243 ROSSIE DR,1243 ROSSIE DRIVE,PARKRIDGE PARK,50.4603181530001,-104.53313136
,WASCANA CENTRE,QUEEN BUILDING,2810 BROAD STREET,WASCANA CENTRE,50.4343496330001,-104.606042261
,SPRAYPAD,GOCKI PARK - SPRAYPAD 2230 LINDSAY ST & 14TH AVE,2230 LINDSAY STREET,GOCKI PARK,50.4428012910001,-104.586153046
,BALL DIAMOND,CONNAUGHT SCHOOL SW - BALL DIAMOND BS #124,2124 ELPHINSTONE STREET,CONNAUGHT SCHOOL SW,50.444115567,-104.632353806
,OUTDOOR RINK UNBOARDED,ST. FRANCIS PARK - OUTDOOR RINK UNBOARDED,6015 MIKKELSON DRIVE,ST. FRANCIS PARK,50.4652250950001,-104.667206425
,OUTDOOR RINK UNBOARDED,STEWART RUSSELL PARK - OUTDOOR RINK UNBOARDED,1912 E 7TH AVENUE,STEWART RUSSELL PARK,50.459029097,-104.556088586
,BALL DIAMOND,SHEPPARD PARK/GLADYS MCDONALD - BALL DIAMOND BS #251,255 N GARNET STREET,SHEPPARD PARK/GLADYS MCDONALD,50.4799555150001,-104.626332774
,PLAYGROUND,ST. PETER SCHOOL - PLAYGROUND 150 ARGYLE ST,150 ARGYLE STREET,ST. PETER SCHOOL,50.476411619,-104.633694054
,PLAYGROUND,DICKINSON PARK - PLAYGROUND 2010 12TH AVE N,2010 12TH AVENUE N,DICKINSON PARK,50.4966793900001,-104.610763401
,BASKETBALL,HOLY ROSARY SCHOOL - BASKETBALL,2160 CAMERON STREET,HOLY ROSARY SCHOOL,50.4441210210001,-104.626745221
,BALL DIAMOND,ST. FRANCIS SCHOOL SE - BALL DIAMOND BS #142,45 MIKKELSON DRIVE,ST. FRANCIS SCHOOL SE,50.464302423,-104.664863152
,PUBLIC ELEMENTARY SCHOOL,JACK MACKENZIE - PUBLIC ELEMENTARY SCHOOL,3860 BUCKINGHAM DRIVE,JACK MACKENZIE - PUBLIC ELEMENTARY SCHOOL,50.429849226,-104.528680286
,REC_NBHD FACILITY,REGINA SPORTPLEX  - REC_NBHD FACILITY,1717 ELPHINSTONE STREET,REGINA SPORTPLEX,50.451094949,-104.630229522
,PLAYGROUND,WILFRED WALKER SCHOOL - PLAYGROUND 2102 E WAGMAN DR,2102 E WAGMAN DRIVE,WILFRED WALKER SCHOOL,50.4396519030001,-104.552547913
,OUTDOOR POOL,MASSEY - OUTDOOR POOL,70 MASSEY ROAD,MASSEY,50.4134283010001,-104.610379116
,PARK WATER FEATURE,WASCANA VIEW PARK - PARK WATER FEATURE,3025 WASCANA CIRCLE,WASCANA VIEW PARK,50.421315254,-104.540843079
,BALL DIAMOND,RUTH PAWSON PARK - BALL DIAMOND BS #253,18 WEEKES CRESCENT,RUTH PAWSON PARK,50.4969183420001,-104.604915889
,ATHLETIC FIELD,HENRY JANZEN MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,280 RINK AVENUE,HENRY JANZEN MULTI,50.489942838,-104.656519636
,PLAYGROUND,W.S. HAWRYLAK SCHOOL - PLAYGROUND 2530 E ASSINIBOINE AVE,2530 E ASSINIBOINE AVENUE,W.S. HAWRYLAK SCHOOL,50.422413852,-104.547614291
,BALL DIAMOND,COVENTRY PARK - BALL DIAMOND BS #151,20 COVENTRY ROAD,COVENTRY PARK,50.4609079740001,-104.645774179
,BALL DIAMOND,ROSEMONT PARK - BALL DIAMOND BS #156,1101 WALKER STREET,ROSEMONT PARK,50.4609180530001,-104.661621866
,BALL DIAMOND,RAMBLER PARK  SLO PITCH SW - BALL DIAMOND BS #182 SLO PITCH SW,5215 13TH AVENUE,RAMBLER PARK  SLO PITCH SW,50.4437085470001,-104.660255263
,BASKETBALL,DR. A.E. PERRY SCHOOL - BASKETBALL,93 LINCOLN DRIVE,DR. A.E. PERRY SCHOOL,50.4023994030001,-104.632589079
,OUTDOOR RINK SHELTER,ASSINIBOINE PARK - OUTDOOR RINK SHELTER,3355 ROBINSON STREET,ASSINIBOINE PARK,50.425075076,-104.622675788
,PLAYGROUND,ST. JOSAPHAT SCHOOL N - PLAYGROUND 140 GREENWOOD CRES,140 GREENWOOD CRESCENT,ST. JOSAPHAT SCHOOL N,50.4762830780001,-104.680632769
,BASKETBALL,DAVIN SCHOOL - BASKETBALL,2401 RETALLACK STREET,DAVIN SCHOOL,50.4400933380001,-104.621915028
,PLAYGROUND,SHANNON PARK - PLAYGROUND 525 SHANNON RD,525 SHANNON ROAD,SHANNON PARK,50.3980452750001,-104.607543071
,ATHLETIC FIELD,RUGBY PARK NORTHWEST MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,4025 25TH AVENUE,RUGBY PARK NORTHWEST MULTI,50.417904938,-104.638010911
,BALL DIAMOND,BIRCHWOOD PARK NW - BALL DIAMOND BS #4,10 NORRIS ROAD,BIRCHWOOD PARK NW,50.401078167,-104.602463822
,OUTDOOR TENNIS,GARDINER PARK - OUTDOOR TENNIS,424 UNIVERSITY PARK DRIVE,GARDINER PARK,50.437594973,-104.553847355
,BASKETBALL,ST. JOSAPHAT SCHOOL PARK - BASKETBALL,140 GREENWOOD CRESCENT,ST. JOSAPHAT SCHOOL PARK,50.476101843,-104.680551997
,PLAYGROUND,CRESCENT PARK - PLAYGROUND 1109 E 14TH AVE,1109 E 14TH AVENUE,CRESCENT PARK,50.441755373,-104.566671697
,BALL DIAMOND,DAVIN SCHOOL - BALL DIAMOND BS #127,2401 RETALLACK STREET,DAVIN SCHOOL,50.4400872680001,-104.621739476
,PUBLIC ELEMENTARY SCHOOL,W. S. HAWRYLAK - PUBLIC ELEMENTARY SCHOOL,2530 E ASSINIBOINE AVENUE,W. S. HAWRYLAK - PUBLIC ELEMENTARY SCHOOL,50.4222211620001,-104.547291996
,FOUNTAIN,QUEEN ELIZABETH II COURT - FOUNTAIN,2476 VICTORIA AVENUE,QUEEN ELIZABETH II COURT,50.447530477,-104.615870263
,OUTDOOR RINK UNBOARDED,STAN OXELGREN PARK - OUTDOOR RINK UNBOARDED,126 SANGSTER BOULEVARD,STAN OXELGREN PARK,50.4896494370001,-104.633808691
,ATHLETIC FIELD,KINSMEN SOUTH SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,3310 LAKEVIEW AVENUE,KINSMEN SOUTH SOCCER,50.423210199,-104.630976141
,PUBLIC ELEMENTARY SCHOOL,WASCANA - PUBLIC ELEMENTARY SCHOOL,4210 4TH AVENUE,WASCANA - PUBLIC ELEMENTARY SCHOOL,50.463737822,-104.642061475
,BALL DIAMOND,HOWELL PARK - BALL DIAMOND BS #102,2705 E HOWELL DRIVE,HOWELL PARK,50.4619401140001,-104.544819278
,OUTDOOR RINK SHELTER,DR. A.E. PERRY PARK - OUTDOOR RINK SHELTER,40 COWIE ROAD,DR. A.E. PERRY PARK,50.4021319390001,-104.633108386
,FIRE,FIRE HALL NO. 4,3855 DEWDNEY AVENUE,FIRE HALL,50.454999452,-104.636174038
,ATHLETIC FIELD,SHELDON WILLIAMS MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,2601 CORONATION STREET,SHELDON WILLIAMS MULTI,50.4364262700001,-104.63489309
,OUTDOOR RINK SHELTER,FUHRMANN PARK - OUTDOOR RINK SHELTER,170 FUHRMANN CRESCENT,FUHRMANN PARK,50.487005056,-104.657888577
,CURLING CLUB,CALEDONIAN - CURLING CLUB,2225 SANDRA SCHMIRLER WAY,CALEDONIAN,50.442761476,-104.651251101
,PLAYGROUND,ST. GREGORY PARK - PLAYGROUND 310 UPLAND DR,310 UPLAND DRIVE,ST. GREGORY PARK,50.4931444910001,-104.610260056
,ATHLETIC FIELD,PATRICIA PARK  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,435 ELPHINSTONE STREET,PATRICIA PARK,50.4712393060001,-104.630476316
,PUBLIC ELEMENTARY SCHOOL,MACNEILL - PUBLIC ELEMENTARY SCHOOL,6215 WHELAN DRIVE,MACNEILL - PUBLIC ELEMENTARY SCHOOL,50.4982373620001,-104.670330608
,BALL DIAMOND,ST. PETER SCHOOL - BALL DIAMOND BS #260,150 ARGYLE STREET,ST. PETER SCHOOL,50.4761723500001,-104.635096019
,PLAYGROUND,ST. GABRIEL - PLAYGROUND 3860 BUCKINGHAM DRIVE,3860 BUCKINGHAM DRIVE,ST. GABRIEL,50.430290621,-104.527342182
,PLAYGROUND,CONNAUGHT SCHOOL - PLAYGROUND 2124 ELPHINSTONE ST,2124 ELPHINSTONE STREET,CONNAUGHT SCHOOL,50.4452699180001,-104.632325819
,OUTDOOR TENNIS,BALFOUR HIGH SCHOOL - OUTDOOR TENNIS,1245 COLLEGE AVENUE,BALFOUR HIGH SCHOOL,50.4394429450001,-104.600252794
,ATHLETIC FIELD,CRESCENT PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,1109 E 14TH AVENUE,CRESCENT PARK,50.4421008,-104.567495587
,BALL DIAMOND,BENSON PARK - BALL DIAMOND BS #179,4550 8TH AVENUE,BENSON PARK,50.4577352310001,-104.64570066
,OUTDOOR RINK UNBOARDED,KEN JENKINS PARK - OUTDOOR RINK UNBOARDED,5382 2ND AVENUE N,KEN JENKINS PARK,50.4733881510001,-104.657529235
,BALL DIAMOND,PACERS SPORTS PARK  ROOKIES 1 - BALL DIAMOND,5000 E ARCOLA AVENUE,PACERS SPORTS PARK  ROOKIES 1,50.4127004580001,-104.503967238
,BALL DIAMOND,SACRED HEART SCHOOL - BALL DIAMOND,1314 ELPHINSTONE STREET,SACRED HEART SCHOOL,50.457379555,-104.632359744
,OUTDOOR TENNIS,THOM COLLEGIATE - OUTDOOR TENNIS,265 N ARGYLE STREET,THOM COLLEGIATE,50.4803503160001,-104.630727865
,BALL DIAMOND,OPTIMIST PARK - BALL DIAMOND BS #178,5325 DEWDNEY AVENUE,OPTIMIST PARK,50.454651803,-104.656104143
,SEPARATE ELEMENTARY SCHOOL,JEAN VANIER - SEPARATE ELEMENTARY SCHOOL,2343 EDGAR STREET,JEAN VANIER - SEPARATE ELEMENTARY SCHOOL,50.441783323,-104.586482351
,PLAYGROUND,JUNIPER PARK - PLAYGROUND 1000 STOCKTON ST,1000 STOCKTON STREET,JUNIPER PARK,50.494459905,-104.647185183
,ATHLETIC FIELD,RICHARDSON PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,156 SHANNON ROAD,RICHARDSON PARK,50.398387277,-104.614866873
,WASCANA CENTRE,TC DOUGLAS BUILDING AND MACKENZIE ART GALLERY,3475 ALBERT STREET,WASCANA CENTRE,50.425139942,-104.616403198
,PLAYGROUND,HALIFAX/2ND AVE. NORTH PARK - PLAYGROUND 402 HALIFAX ST,404 HALIFAX STREET,HALIFAX/2ND AVE. NORTH PARK,50.4721800020001,-104.603885388
,BALL DIAMOND,IMPERIAL SCHOOL - BALL DIAMOND BS #249,200 BROAD STREET,IMPERIAL SCHOOL,50.4748920690001,-104.608916032
,ARENA,AL RITCHIE MEMORIAL - ARENA,2230 LINDSAY STREET,AL RITCHIE MEMORIAL,50.4436710530001,-104.585880706
,BASKETBALL,ST. MICHAEL SCHOOL - BASKETBALL,431 HAMILTON STREET,ST. MICHAEL SCHOOL,50.471986412,-104.6087863
,BALL DIAMOND,STEWART RUSSELL SCHOOL SOUTH - BALL DIAMOND BS #111,1920 E 7TH AVENUE,STEWART RUSSELL SCHOOL SOUTH,50.4590702360001,-104.555096549
,BALL DIAMOND,COLUMBUS PARK SSW - BALL DIAMOND BS #54,4235 MCCALLUM AVENUE,COLUMBUS PARK SSW,50.431523934,-104.642247385
,OUTDOOR TENNIS,HIND PARK - OUTDOOR TENNIS,20 HIND STREET,HIND PARK,50.4859185330001,-104.68076815
,UNIVERSITY OF REGINA,LIBRARY BUILDING,3769 WASCANA PARKWAY,UNIVERSITY OF REGINA,50.4188876850001,-104.590266864
,SEASONAL WASHROOM,KINSMEN PARK SOUTH - SEASONAL WASHROOM,3310 LAKEVIEW AVENUE,KINSMEN PARK SOUTH,50.42347355,-104.632622697
,ATHLETIC FIELD,LUCY ELEY PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,1955 RETALLACK STREET,LUCY ELEY PARK,50.4480597450001,-104.62172083
,BALL DIAMOND,DOUGLAS PARK NW - BALL DIAMOND BS #106,3025 MCDONALD STREET,DOUGLAS PARK NW,50.4280189090001,-104.582559055
,PLAYGROUND,MERLIN PARK 3 - PLAYGROUND 35 LAWSON ST,35 LAWSON STREET,MERLIN PARK 3,50.484287405,-104.624830859
,PUBLIC ELEMENTARY SCHOOL,ELSIE MIRONUK - PUBLIC ELEMENTARY SCHOOL,20 WAKEFIELD CRESCENT,ELSIE MIRONUK - PUBLIC ELEMENTARY SCHOOL,50.4787028140001,-104.649486508
,PLAYGROUND,EASTVIEW PARK - PLAYGROUND 945 BRODER ST,945 BRODER STREET,EASTVIEW PARK,50.463466758,-104.590294927
,PUBLIC ELEMENTARY SCHOOL,ARGYLE - PUBLIC ELEMENTARY SCHOOL,2941 LAKEVIEW AVENUE,ARGYLE - PUBLIC ELEMENTARY SCHOOL,50.4207590760001,-104.625923203
